Index,Sentence
4735,"In China , there are thousands of various ingredients l and cooking methods ."
4736,"Even if the material is the same , the taste may be variant from different vary by cooking method and chef ."
4737,"For example , fish can be cooked by frying , steaming , or salting , etc ."
4738,The side - dish could be any kind of vegetables or even traditional Chinese herbs .
4739,"So As you can see , it is not easy to cook such nice dishes at home . If you invite a friend for a meal , I suggest you go to a restaurant or a chophouse ."
4740,"As a second consideration option , most Chinese people invite friends to eat out when they hold celebrations , such as birthday parties or relationship building parties ."
4741,"In these situations , the host usually pays the bill . The custom is different from Western custom . ' ."
4742,"For this reason , doing this would be considered stingy , because you will spend less money , or and the next time your friends invite you to a restaurant , you will feel like you owe them something ."
4743,"Finally , eating out can be considered convenient and saves more time to chat or do other things ."
4744,"Eating out could take less than one third of the time that eating at home takes . That is , if taking it takes twenty minutes to eat at a restaurant , it would take one hour at home ."
4745,Eating out means there is no need to wash dishes and cleaning work or clean after a meal .
4746,"Especially when you invite a lot of people for a meal , eating at home would be too much work ."
4747,It was such a huge so much work that I remember it even now .
4748,"Now , in my hometown , many such parties would be held in restaurant for convenience ."
4749,"There are many reasons to support my view that eating out is better than eating at home , especially when you inviting friends for a meal ."
4750,It was very very delicious ! !
4751,But I worry about putting on weight . . .
4752,I have to go on a diet . . .
4753,I got my hair cut at beauty salon .
4754,I like my hairstyle .
4755,"Hi , my first diary : )"
4756,"Hi , let me introduce myself ."
4757,"I do n't know what I should write in my diary , so I want to look back at today ."
4758,I got up at about 8 o ' clock in the morning .
4759,"I 've been studying English for a long time , but I ca n't speak it very well ."
4760,I surfed the Internet and saw a cooking site yesterday .
4761,I found some recipes and they looked so good .
4762,One of them is lasagna .
4763,I tried making lasagne for the first time and it was delicious .
4764,I have a bread maker so I knead pasta by the machine .
4765,I made a meat sauce and a white sauce .
4766,I took the photo after I started eating .
4767,"If you find any error in words , grammar , or logic , please correct it ."
4768,"Of course , if a student 's cell phone rings during class , it bothers other students ."
4769,"But it does n't mean that they must not bring cell phones to school , because if they keep them off during class , there will be no problem ."
4770,My boss came to the company today .
4771,"Usually I must know before she comes or not , but today she did not tell me or the employees in the office that she was coming ."
4772,I was eating like crazy . I was surprised to see her walk by and look my way .
4773,I must eat my food quietly .
4774,She told me she wanted Chinese tea .
4775,I must take care of my boss because the wife house did not come today .
4776,I never really did that for her when I began my job .
4777,The first time she asked me I felt very confused .
4778,"In the afternoon I asked her about the food she wanted me to buy , she said she can eat a whole rice and soup dish ."
4779,"After I head out , I hurry to buy the food for her , but I could not find the food she wanted ."
4780,She laughed about the food .
4781,"You can imagine if you ate the same food everyday you would become bored , I think she felt that way but she did n't say ."
4782,I 'm happy to write in English in the same day .
4783,Take care .
4784,and after today if must remember to not buy rice with pork for her .
4785,"Hello , my wonderful friends . Today is someones birthday . ."
4786,"I am sorry to make her go to bed late , but I would like to wish her . ."
4787,`` HAPPY BRITHDAY `` I would just like to say . .
4788,we can help and strengthen bilateral cultural exchanges
4789,in improve the quality and quantity of our life and make a better life
4790,I 'm visiting this website for the first time .
4791,So I 'll introduce myself .
4792,"I am Japanese and live in Nagoya , which is in the middle of Japan ."
4793,I always communicate with Thai and Indian customers by email .
4794,But I do n't have confidence to write what I think in detail .
4795,So I 've joined this website .
4796,And does anyone who speaks English frequently want to make friends with me ?
4797,It was unbelievable .
4798,It was my first time watching a baseball game .
4799,it 's different than Japanese .
4800,"loud laughing , loud regretting . ."
4801,"anyway , the rockies came from behind for a victory ."
4802,Tory was a very nice player .
4803,"when Troy went to the batter 's box , everyone made some noise ."
4804,"finally , he hit the single hit that made the rockies win ."
4805,"I will have a test in Feb . However , I 'm in the army now , so I do n't have enough time to study ."
4806,"All of the people here , are younger than me . After they finish the duty of depense for our country , they will go back to the university and keep studying ."
4807,"However , I already graduated from Peking university in China , so I have to find a job . I hope that I will be a certified public accountant and continue improving my English and Chinese language skills"
4808,"I started it because I would like to have more opportunities to speak English , and the online lectures are cheap !"
4809,"If I go to a language school and talk with a native speaker , it would cost more than 30000yen ( about $ 350 ) a month , but the online one costs just 3000yen ( about $ 35 ) per month ."
4810,My employment during my childhood .
4811,"I was occupied by many hobbies and amusements : Greco - Roman wrestling ( 1year ) ; karate , boxing , football ( few months ) ; and my favorite aero - modelling ( for some years ) - it drove me crazy and currently I love aircrafts & any air machinery ."
4812,"Also , I like my home computer , was studying how it works and other technology ."
4813,When I was in my group of aero - modelling there was a group of radio lovers .
4814,I never liked how they sat in their places and soldered all time .
4815,When I grew up I thought about my profession and after that I finished my studies at the radio faculty at an university ! ) because I had entered that faculty on free education .
4816,Currently I work in the radio industry as a junior engineer and I solder almost all day in my job .
4817,One day she wanted to go the Seoul train station .
4818,"She caught a taxi and said to the driver ,"
4819,I often forget where I am going or what I am going to do .
4820,I want to go to Seoul station . Please tell me where I am
4821,"going in about 10 mintues because I will forget my destination ,"
4822,"young man , because I suffer from amnesia ``"
4823,"The driver said , assuring her ,"
4824,"The granny said , `` Thank you . ``"
4825,Where are you going ? ``
4826,"This paper proposes a social networking service site based mobile environment for learning foreign languages called SONLEM , which encourages learners to find a partner who can solve their language learning problems through an online community , and an appropriate request chain of friends that can provide recommendations upon request ."
4827,The learner can practice their second language with a native speaker who is learning their language .
4828,"When I was a high school student , I formed a rock band ."
4829,"I played the bass , the drums , and sometimes the guitar ."
4830,"It is difficult to entertain a lot of people , but it is fun ."
4831,by : The Black Eyed Peas
4832,"I spent some days here in Akita , eating and sleeping . ."
4833,"Since my grandma and grandpa are incredibly smart , they had a great job like they are both government employees here in Akita ."
4834,My grandma also had done many hobbies and activities when she retired last ten years ago .
4835,I really admire her because she keeps challenging and trying herself to test how far she can go .
4836,It 's been so long since I last spoke in English .
4837,Today I talked with a guy whom I met on Lang - 8 .
4838,"He could speak English , so our conversation was held in English but I was reminded of how my speaking skill is bad ."
4839,"Sometimes I am told that my written English is good . So people tend to think my level of speaking is high , but it is definitely not ."
4840,"When sitting in front of a mic , I ca n't start conversation ."
4841,Is this because of my English skill ? Or . . .
4842,I can give you terrible `` Engrish `` sounds .
4843,I enjoyed myself today .
4844,I went bowling with tennis club members .
4845,We split into two teams and played a match in two games .
4846,"After that , we went to Gyuhan ( grilled meat shop ) to have dinner ."
4847,"By the way , I went to get a haircut to the hair salon at noon ."
4848,I 'm tired now .
4849,but I do n't want to watch it right now .
4850,I had sufferd on line . please elaborate ?
4851,I found a nice song that I like .
4852,I sometimes study English by listening to songs .
4853,So I tend to choose slow ballad songs .
4854,I like this song because of the title .
4855,This sounds like English to me .
4856,We never express feelings like this in Japanese .
4857,This is a woman 's song but the lyrics have a deeper meaning for me .
4858,"I want to be able to say someday , `` I have been to me . ``"
4859,It was one of the happiest days two days ago since I came to the U .
4860,That 's because I passed my driver 's license test !
4861,I know many people think that passing and having a driver 's license is
4862,"I 've never driven a car in Japan . Even more so , I 've never had any trouble"
4863,"with transportation , because my hometown Yokohama is very"
4864,conveniently located near public transportation .
4865,Students normally start taking English classes as early as preschool and this continues even after they become college students .
4866,It 's not difficult to spot thousands of parents tightening their belts in order to send their kids to private language institutes .
4867,My English name is miban .
4868,l like to make friends with other people .
4869,"These days l want to learn Japanese , though l do n't know anything about it at all ."
4870,So I want to make some friends to teach me as well as to improve my English .
4871,Would you like to be my friend ?
4872,My First Entry
4873,I started using Lang - 8 to learn writing in English .
4874,"Maybe , I will make many mistakes in my entries ."
4875,But I have to be fluent in English by next year .
4876,Because I 'll be an employee of a company making electric appliances .
4877,English skills are necessary for the job .
4878,I want to obtain the skill of a student .
4879,"If you help me learn English , I will help you learn Japanese ."
4880,Glad to read my entry .
4881,Life is shorter than I thought .
4882,I am 21 years old but I have never thought about my future seriously .
4883,I saw that others have got their own final distination .
4884,"Some succeeded , some are still trying hardto achieve their goals ."
4885,This made me want to be serious with my life .
4886,Everyone have got dreams .
4887,"I also have dreams , but they are impossible to achieve soon ."
4888,I will tell you about one of my dreams .
4889,I want to study aboard where I can focus on the major I 'm interested in .
4890,"I counld n't tell them about this , I just kept it in my mind ."
4891,There are 5 persons in my family .
4892,Theyare not rich enough to send me study aboad and I dont want to be selfish .
4893,"As time passes by , It seems thatI have got the good things from my parent more than my sister and brother got ."
4894,After class I just took the elevator down to the building with my listening class teacher and two of my classmates .
4895,One of my classmate turned to ask the teacher on how to improve our listening skill .
4896,The teacher said that we should listen to the material over and over and try to figure out all the words and sentences after class .
4897,"If we still ca n't figure out some words - especially the technical words - after listening it over and over again , we have to try to write it down and look it up in a dictionary ."
4898,"Most of all , he emphasized that we better not read the script from beginning to end ."
4899,That 's what I learned today .
4900,"I 'm working in a publishing company , and our section publishes monthly wedding information magazine / flier ."
4901,"Now I am joining in a project to study about the wedding markets of foreign countries , especially of China ."
4902,We discuss the trend of overseas wedding of Chinese couples 
4903,I must interview some couples who had already held the overseas wedding .
4904,I think their fresh voices are / will be the most important hint for my project .
4905,9 : I want our garden to be full of pink flowers in spring .
4906,I foundthat most people who study Japanese like Japanese cartoon .
4907,I 'm not really interested on manga and anime .
4908,So I 'm going to know more about these category .
4909,It means to insist on something no matter any difficulties that may come up .
4910,The evaluation is not real because there is not anyone else to say so .
4911,"I always go to work by bicycle ,"
4912,but today I went on foot because it rained .
4913,My ft got really soaked h .
4914,This is our first time to host it .
4915," in Japan there are few religious wedding ceremonies , so some Japanese couples choose the overseas wedding , for example they hold ceremonies in Hawaii , Guam , and so on ."
4916,I used a highway just to go to the post office .
4917,A Manga cafe is where you can read a lot of Manga .
4918,A Manga cafe is low priced so many generations can use it .
4919,"If you come to Japan and are good at Japanese , I suggest going a Manga cafe ."
4920,Thank you for reading ^ ^
4921,"Usually when I to out , I take my I - Pod to listen to some music and English programs ."
4922,Today I learned a new sentence in English .
4923,But it does n't mean that I 'm giving up .
4924,There are a lot of students from various countries .
4925,"Since this was the first time for me to see Slovakian and Serbian people ,"
4926,"Almost all conversation was in English , but I would have to say I had much difficulty to communicating with them ."
4927,"My communication skill in English is not good enough , particularly for listening ."
4928,"Additionally , everybody has different accents in English including me ."
4929,So they tried to memorize it by associating with `` Hiroshima ( Japanese city ) ``
4930,"It sounds funny , I never hit upon such an idea ."
4931,Of course I tried it on .
4932,"It is as if spring has already come here in Chubu area , in the center of Japan ."
4933,On this line ' Ninja ' trains - trains with ninjas ' faces painted on the side - run every day .
4934,I live in a dorm with an international student from the U .
4935,She is very good at Japanese and always helps me study English .
4936,"Moreover , she always speak Japanese instead of using English , so I do n't have enough chances to speak English ."
4937,"Therefore , I decided to try an `` ONLY ENGLISH DAY `` and I asked her to speak only English during the day !"
4938,"My name is KAORI living in Osaka , Japan ."
4939,"I had to study English when I was a student , but I can not understand English still now ."
4940,"So , I decided to start learning English at this site , again ."
4941,Wow . . what a good website this is !
4942,"I 'm very interested in classical guitar , but I ca n't play well ."
4943,"After I graduate from college , I 'll be able to play the guitar freely ! !"
4944,The Japanese government warned people that there was a possibility of an electric power failure in the Kanto region yesterday afternoon .
4945,The Tokyo power company had already stopped their service in the scheduled area .
4946,But they said there was still not enough power .
4947,"I filled plastic bottles , pots and buckets with as much water as possible ."
4948,"We would n't be able to use water , if we had a power failure ."
4949,"Fortunately , we avoided the crisis , although all the ATMs were out of order temporarily in one of the major Japanese banks ."
4950,It was raining day .
4951,I walked from Shibuya to Harajuku and returned to Shibuya .
4952,"It was a happy day , because I went to a place I have never been to before ."
4953,"I seriously thought my cellphone had finally broken down because when I pressed the buttons , it did n't react at all ."
4954,I was almost losing my composure .
4955,"He was studying , but I went in anyways because I did n't care ."
4956,"Luckily , he was willing to share some information about the cellphone and suggested me to call customer service immediately ."
4957,"Listening to his advice , I tried to call customer service ."
4958,"The moment I called customer service , I noticed that I was using my cellphone and it was working as usual ."
4959,I think it is because I 'm getting old .
4960,"Every time I write an essay , I kept using the same transitional words ."
4961,"If you know a lot about of transitional words , could you please let me know ?"
4962,And could you please correct yesterday 's entry ?
4963,And I am really bad at math .
4964,"Today , I drove to my office ."
4965,I usually ride on a train .
4966,"But , today was really hot and humid ."
4967,I did n't want to walk for a long time .
4968,My birthday is on September 21th .
4969,I like to watch baseball .
4970,My favorit team is the `` Hiroshima Toyo Carp `` .
4971,I like to travel .
4972,I went to various parts of Japan .
4973,I want to go to Europe sometime in the future .
4974,I 'm going to go to California this July .
4975,Thank you e - mail
4976,I got a job offer this week .
4977,Other head hunters are sending meother job opportunities / offers now .
4978,Therefore I want to send thank you e - mails to other head hunters who have been working for me .
4979,"I noticed his familiar face as I was buying underwear at UNIQULO ( the largest apparel company in Japan ) , but I was n't confident that I could still consider him a friend ."
4980,This is because I have n't seen him since my junior high school graduation .
4981,"innocent : He tried to prove his innocence , but no one believed what he said ."
4982,sesitive : She said her skin is sensitive to every stimuli so she does n't want to go on a hike .
4983,noble : I think every person needs something noble in their life .
4984,"brave : My friend said I 'm brave , but I could n't find any brave characters in me ."
4985,"Well , sometimes I forget to write in Korean ."
4986,that included an electronic dictionary that I borrowed from her a long time ago .
4987,I had forgotten to return it and she suddenly called me and asked me to return it .
4988,So I found it in my desk and she sent it with some souvenirs .
4989,I called my mom and let her know it was sent by my wife this morning .
4990,"After I finished my work , I met a friend who is a member of the same English circle as I am ."
4991,She has more than 200 DVDs !
4992,I introduced Lang - 8 to her .
4993,I said it was good for studing .
4994,Then we went for a quick drink and had a good time talking .
4995,She said she wanted to begin studying using an English radio program .
4996,No sooner did I come back home by bicycle than it started to rain .
4997,My interpreter class 's last lesson was very tough / difficult for me .
4998,"The theme was , `` Social Participation in Japan . ``"
4999,One of my classmates pointed out that Japan is struggling with and facing a poor economy as well as political problems .
5000,"For the past twenty years , middle - aged men especially , have had position and power ."
5001,They controlled all of Japan .
5002,"However , they do n't have enough power and visibility now ."
5003,"In the future more people , women , non - residents and the youth , should participate in any social movement ."
5004,That theme felt too abstract to me .
5005,I thought she should have presented more concrete details / examples .
5006,Grammar is difficult for me x ( I want to have confidents in my English .
5007,"In Japan , there is a flu going around ."
5008,"Maybe it 's the same for everywhere else , is n't it ?"
5009,"and so , I also have gotten it the other day , in spite of me being ! immune ."
5010,"But now my fever has gone down through `` tamiflu `` , several different types of Chinese medecine , and my parent 's good nursing ."
5011,It valued them at 6000yen ( $ 73 ) .
5012,Book - Off is the largest franchise of used bookstores in Japan .
5013,"I 'm a member of the car sharing system ' Times plus ' , and I can rent a car for a short period of time ."
5014,It 's very good system for those who do n't want to own a car .
5015,"I hope to go to Europe , America"
5016,"NO NATURE , NO LIFE ( ^ - ^ ) / /"
5017,"A short time ago , my friend changed into a cockroach ."
5018,I 'll write about what happened in my bathroom .
5019,"I washed myself with my body sponge , shaped like a panda , as I do every day ."
5020,"Then , something happened ."
5021,"It 's a cockroach ! `` I shouted , and pointed the showerhead at it ."
5022,"After a few minutes , I calmed down ."
5023,It was n't moving .
5024,I laughed .
5025,I decided to operate it ( sew its leg back on . )
5026,"Now , it watches me from the desk ."
5027,"But in fact , I ( now ) understand that in March I have to take an oral examination ."
5028,"I went to the Mexican restaurant `` El Torito `` tonight and ate enchiladas , salsa chips , Caeser salad , and ice cream and a margarita , which was frozen with salt fringe around the glass ."
5029,"I like margaritas very much , but their alcohol level is kind of high , so I always get sleepy after drinking them ."
5030,There were many tv screens hanging on the wall and the tv channel was always the sports channel `` ESPN . `` Today 's sportwas baseball .
5031,football season will start in August . . . . .
5032,so now all that we can watch is baseball games and hockey games .
5033,"Although it was a cold [ or chilly ] night , the large park was full of crowds ."
5034,Busy ! ! Busy !
5035,"Nowadays , I 'm very busy ."
5036,"The only thing I do is study , study , and study ."
5037,"This year my teachers are funny , and I even joined a modern drama club ."
5038,Japan 's economy is easily affected by that of foreign countries ( especially US ) .
5039,"Of course not only Japan , many countries ' economies are affected by other countries ' ."
5040,"Now , in my country , many people were fired from their jobs , and what 's worse is , it 's difficult for anyone to find a new job ."
5041,"However , do n't you think that the economic relationship between one country and another is interesting ?"
5042,"KAKIAGE is a Japanese deep - fried food , which includes some vegetables such as carrots , onions etc ."
5043,I could n't use the Internet last weekend beause my Internet valid period was over last Friday .
5044,I drank a glass of wine and now I feel so good .
5045,Maybe I 'm an alcoholic : - (
5046,A big mosquito has bitten me !
5047,There is a mosquito in my room .
5048,It seems very big .
5049,He had already eaten my blood while ( OR as ) I was taking a nap for a while .
5050,I do n't want to live with him all night long . . .
5051,My friend who is Japanese listens carefully to the sound mosquitoes make and then he can recognize whether they are male or female .
5052,"I think that if they are males , they do n't bite ."
5053,I ca n't do what my friend .
5054,But I guess the mosquito which is in my room is female .
5055,Because it has bitten my body in two places .
5056,I got a day off suddenly and I wondered what I would do .
5057,It was about a lady who fell in love with a French man .
5058,"I thought he could n't speak English fluently and it was the reason for the title , but he could ."
5059,"He said he was hungry , but she thought he said that he was angry ."
5060,"And yesterday , came back her results ."
5061,The results of a blood test and CT scan were all normal .
5062,I was a child when I first watched this movie .
5063,I almost destroyed the TV in anger .
5064,"I can imagine , after this movie released , many American kids played with skateboards on the road ."
5065,I usually spend weekends going shopping or exercising or just relaxing .
5066,"But , unfortunately , I always quit doing it ."
5067,I do n't know if that is good or bad .
5068,Why do people think English is very difficult ?
5069,"Actually , English is very simple , ."
5070,Who makes English difficult ?
5071,English teachers !
5072,This is a lie .
5073,"Regarding the long introduction , I spoke well and confidently ( or with confidence ) ."
5074,"However , I failed to illustrate the next subject ."
5075,"Anyway , I finished it thanks to friends and our teacher . ( or my teacher )"
5076,I feel I need to make a lot of effort to improve my English hereafter .
5077,"Someday , I want to give a good presentation like other students ."
5078,"After the lesson , I went to the library to return a DVD ."
5079,"Then , I went to the agency to upgrade my drivers licence , but it turned out that I wo n't ( be able to ) upgrade it ."
5080,After that I went to a bank to get some information on opening a bank account .
5081,"John , a kind clerk , recommended a good one ."
5082,"Believe it or not , it works with solar power and it also has a dynamo crank ."
5083,"After that I went to a bicycle shop , but they only handle a special type of bicycle ."
5084,"Anyway , finishing the presentation was a big load off my mind ."
5085,"Oops , I forgot that I take a final examination tomorrow ."
5086,I was watching the big bang theory and characters were using the phrase `` bite me `` and I am wondering what that means ?
5087,The road in front of my house has cherry trees along the street .
5088,Only one tree ( has ) blossomed .
5089,I hope the other cherry trees would blossom early ; we would be happy .
5090,I look forward to it .
5091,"I may be lazy , because , I have never planned a schedule ."
5092,"This year ,"
5093,The new Macbook has been released as well as the iPhone and iPad .
5094,I got the results of / for my TOEIC test / exam today .
5095,"Anyway , my Lang - 8 friends helped me brush up on my English !"
5096,The coach 's advice was to watch a ball carefully and hit the ball with the center of racket .
5097,He advised again that it was good to do practice swings a few minutes every day .
5098,He belonged to a table tennis club and he went there two times a week .
5099,He said that tennis and table tennis are the same .
5100,He recommended that I start playing table tennis .
5101,"For example , saying `` See you soon `` despite not seeing each other for a long while , or saying `` You speak Japanese very well ! `` after hearing only a few words ."
5102,"For we Japanese , these are unintentionally upsetting actions caused by our desire to smoothly communicate with other people , though they may seem to be lies if we are taken literally ."
5103,I laughed at the example that there is no melon in MELONPAN in Japan ( ~ _ ~ ; )
5104,"Everyone , do you have moments when you feel the Japanese are liars ?"
5105,"In other words , there is no immediate way to know how much of what I write that people will understand"
5106,"S , especially in Times Square near where my dad lives ."
5107,"But I think it 's important to realize that we tend to worry too much about risks close to home , and tend to ignore those that seem far away from us ."
5108,Are we making too much of this issue right now ?
5109,"Stocking masks food and water , and checking CDC everyday ?"
5110,"However , once you become consumed by the fear that small attacks might happen in YOUR city , `` terror `` can easily take over our minds ."
5111,"That makes us blind , and we ca n't correctly answer questions like `` which is more serious ? `` and `` which can kill more ? ``"
5112,But having access to the right information will help us overcome these fears .
5113,It was fun and it was a good experience .
5114,"Nowadays I study writing English on this page , so I could speak better than before ."
5115,I 'm studying English by web lesson with t a teacher from the Philippines .
5116,Busying live ! - > Life becomes busier
5117,"I feel that there 're so many things I must finish , for example , my homework , my program and so on ."
5118,"We have some course , but I do n't want to go to class , because other things seem more important to me than it and my course is not interesting ."
5119,Recently some of my classmates had cold and they did n't go to class .
5120,"I used to run , but I have not got enough time to run now ."
5121,At Work During Holidays .
5122,It 's very quiet and peaceful today except for a the cloudy sky .
5123,There seems to be no damage to our company .
5124,"Despite the fact , I have to be here because I was told so ."
5125,"I originally planed to visit my relatives today . They lived in Seoul , which was near my place ."
5126,I wanted to visit and meet them today .
5127,I could do nothing but called them and said hello .
5128,"When reading this entry , you might also be working today ."
5129,That 's the difference
5130,"I turned the radio on and am listening to AFKN , a channel for US army in Yongsan ."
5131,"It 's in English . So although I do n't understand much , I could still enjoy a lot of good popsongs it broadcast ."
5132,Her face is so small !
5133,It 's about one - third smaller than my face . . .
5134,I had lunch with her and the colleagues of our department came to welcome her .
5135,"So I 'm always busy shopping , when I go there ."
5136,Searching for books is really exciting . xD
5137,I always enjoy looking for them .
5138,But I do n't watch Japanese Drama or anime .
5139,"Talking about music , I am rather familiar with Europe and American music ."
5140,It is difficult to learn English composition through self - study .
5141,So Lang - 8 is really great ! ! ! !
5142,I 'll do my best studying English ! !
5143,I went for a haircut at the hair salon yesterday .
5144,"I have 3 photos of Ringo Sina , so I made a request to the beauty artist ."
5145,`` Can you cut my hair to look like hers ? `` .
5146,"He looked at her photos many times , and he started cutting my hair ."
5147,"His salon is small , but he has good technique ."
5148,"After he finished cutting my hair , I looked at it in the mirror ."
5149,Of course it 's a big issue for me .
5150,"Usually I go to gym to keep in shape ,"
5151,but my weight still remains the same .
5152,"My friend advised me to run , do sit - ups and abdominal exercises"
5153,So I started them .
5154,I 've been doing them for three days .
5155,By the next summer I 'd like to show my firm muscle .
5156,I think I need to study more and learn more vocabulary .
5157,Now I am watching the series entitled `` Lost `` and I think I can understand for the most part without the subtitles .
5158,"I am tired , so I am going to dinner and then I will watch one episode of `` Lost `` before go to bed ."
5159,"I also have one question , what is it the difference between `` town `` and `` city `` ?"
5160,I have been a little busy and I have neither written nor corrected much lately .
5161,"Thanks to all of your explanations , I understood the difference ."
5162,My teacher is a 28 - year - old lady .
5163,"However , it costs 4800 per hour ."
5164,We went there to help with my parents ' work .
5165,"Though it was a little bit of hard work , we enjoyed helping them out ."
5166,This one was a nightmare .
5167,"After that , all that remains is some homework to be finished by the day after next ."
5168,I found that I 've been written my journal in English for around 70 days .
5169,I want to express my ideas or my feelings in English more and more .
5170,"Before writing a journal , I did n't pay attention to nouns ."
5171,"On the other hand , I tend to think how I express Japanese phrases in English every day ."
5172,"Then , when I talked with my English teacher , I often replied with two or three words before , but now I am usually able to reply with a complete sentence which I made , even though my complete sentences are wrong in most cases ."
5173,"Therefore , I think keeping a diary is one of the best ways indeed ."
5174,"There were many roads that had been repaired , re - paved or newly made in advance around and on the way to the park where the ceremony was held ."
5175,"It was a pity that it rained the entire time the ceremony was being held , but there were many other attractions such as dances , essay reading , etc ."
5176,"After legal changes , we have three - day holiday ."
5177,"I must do my English homework , because I will meet with my English teacher on Friday . . . I am going to go for a walk with my friends now . Goodnight everybody ! )"
5178,July is terrible in China .
5179,The Chinese worship ghosts .
5180,But the lunar calendar in July is a happy time in Buddhism .
5181,I 'm happy because I will have a lot of food .
5182,. . . because I am afraid of ghosts .
5183,"In May , I will be going to China with my school ."
5184,We plan to communicate with the people there in English .
5185,"I am beaten , because I have been caught up in some trouble at work recently ."
5186,"On such days , I should read some funny comics or something , go to bed , and think about those problems tomorrow ."
5187,' Inundate ' is to be overwhelmed by water .
5188,"It was just ten years ago , in 1998 , during the years later called the `` Ten Lost Years `` ."
5189,"In the summer of that year , prime minister Keizo Obuchi , who had just been inaugurated , performed in front of a fruit and vegetable store ."
5190,The Tokyo stock market experienced its second largest decline in the wake of the plunge in New York .
5191,This is very hard on the people who have invested their savings and pensions for their post - retirement years .
5192,"According to stock traders , the plunge in the New York market last week was because of the anxiety about the U . S ."
5193,"finance system , but that of this week is because of the increased risk of a recession ."
5194,If the actual U . S . economy
5195,"is really in trouble , it is very bad news for Japan , which mainly depends on exports ."
5196,"Though there has been a brief recovery from the `` TenLost Years `` , it is said that theeconomy in Japan is also in a state of recession ."
5197,"People want effective policies , not lip service ."
5198,My first journal on Lang - 8
5199,But there is no time to use my English in daily life .
5200,"So , on Lang - 8 , I want to communicate with native English speakers and improve my English skills ! !"
5201,"I can teach you my native language , Japanese too !"
5202,I hope I have time to meet all kinds of people here on Lang - 8 .
5203,"As I commented in a diary on March 27th , a magazine reporter and a photographer came to our gym and wrote a story ."
5204,"My English does n't seem to get better , especially in speech , and I also felt bad when my favorite English teacher kept saying things like ' I ca n't hear you ' in the last class ."
5205,"When I sang songs there , I realized that basically my voice is not naturally quiet , just that I usually talk quiet ."
5206,"I may feel like I 'm yelling , but I also noticed that I 'm not when I recorded and heard my voice ."
5207,"It was raining , so I went the nearest station by car ( 1 ) after I took my son to kindergarten ."
5208,She visited there from the next city along the train line .
5209,"It took about 40 minutes by limited express train , according to her ."
5210,"Before the lesson began , we chatted away ."
5211,We talked about our past .
5212,"She entered high school in Australia , graduated ( 2 ) and then entered college there ."
5213,There was once a time when I used to work as hotel staff . )
5214,There are ( 3 ) 24 hours in a day . . . .
5215,"Well , I should n't neglect my routine English study to brush up on my English skills . ( 4 )"
5216,"Scientists have found that in the last fifty years of the twentieth century , hundreds of thousands of species have become extinct on earth ."
5217,The extinction of modern organisms is due to humans ' activities .
5218,Humans are the only species in the history of life that can cause the mass extinction of other species .
5219,People 's economic activities like the over - exploiting of forests and excess reclamation lead to the changes in the environment of other species .
5220,"Starting from yesterday , I started taking my exams . I have to study ! !"
5221,"However , I live in Kanagawa prefecture , which is remote from Tohoku region ."
5222,"I tried to get in touch with them over and over , but I failed finally"
5223,I started this because I want to improve my English .
5224,"First , I want to introduce myself ."
5225,"I am a student from Colombia and I `` m trying to learn English with this page , can someone help me ?"
5226,I also have to practice using the design software `` Illustrator `` more .
5227,It 's our first and could be our last time to travel there .
5228,"Everytime can never be the same , so I chose to spend my money ."
5229,It 's the right decision .
5230,"Our travel was so exciting , a special time for us ."
5231,"Starting today , I want to keep a diary in English ."
5232,"In an aquarium , they do n't have to be worried about being carried away ."
5233,"However , they may not feel at ease unless they catch something in their sleep ."
5234,Sea otters that live in an aquarium sometimes sleep hand in hand .
5235,My friend got married ! !
5236,My friend got married last May .
5237,"The friend is the same age as me ( 22 years old ) , so I was a little surprised ."
5238,"Relatively , people in Japan get married at around 30 years old ."
5239,"In your country , how old are people when they marry ?"
5240,I gained more weight this past year as compared to last year . ( - - ; )
5241,Is the testing center obligated to report to ETS if they find an inconsistency between the registered name and the name in the student 's passport ?
5242,It is not uncommon for developed countries to provide financial aid to poor countries to help them overcome poverty .
5243,But the effort seems insufficient ; many of these countries still suffer from poverty and related problems .
5244,The forms of aid that should be offered to poor countries has consequently become a topic of discussion .
5245,There is no doubt that a country can not truly develop if it is always relying on other countries ' help .
5246,It is the development of education and technology that can really push one country to become a wealthy one .
5247,"Many poor countries rely on direct financial support to relieve the pressures of poverty . This support can be used in different ways , which include buying food and military equipment ."
5248,"My hobbies are listening to music , playing the bass , reading books , and more , but I like traveling the best of all ."
5249,"It costs me 2200 yen ( about 20 dollars ) , and this is equal to my weekly food expenses ."
5250,What I wanna know is if this expression childish or not ?
5251,Why has n't anybodycorrected my diary ?
5252,"By the way , I took the TOEFL last weekend ."
5253,I was really shocked because my speaking skills have fallen considerably .
5254,I realized it 's important to continue practicing conversation in my daily life .
5255,"It 's really hot and humid now in Tokyo , and I could not endure this heat and humidity with my hair - which was pretty long for guys ."
5256,The topic of today 's diary is the event of last Saturday .
5257,"The weather for that day had been forecasted to be bad , but it was a fine day ! !"
5258,"I went , by bike , to eat a hamburger ."
5259,I can recognize the difference between Japanese used 100 years ago and Japanese used now easily .
5260,"After finishing it , I quickly fell asleep ."
5261,"I thought about what I should do if the next big shake came , like what stuff to bring and calling my sleeping mother ."
5262,I really ca n't do anything to stop nature .
